Year,Month,Day,Title,Summary,Story,Categories,Tags,Rebbe,Sources
1990,12,27,Asara b'Tevet diplomacy day for Chabad mission in Moscow,"On the fast of 10 Tevet the Chabad delegation packed in meetings on the Schneersohn library, the Polyakov Synagogue, the Chernobyl airlift, and US diplomatic support.",On 10 Tevet 5751 the delegation met Moscow deputy mayor Muzykantsky regarding restitution of the Polyakov Synagogue (still partly occupied by a choir); the US ambassador Maxwell at his residence; American philanthropist Tom Ferris on medical aid; and Israeli consular officials to finalize the next-morning Chernobyl children's airlift. News came that Likhachov had spoken with Gorbachev and Supreme Soviet chairman Lukyanov to recommend return of the books and that Lushchenkov was preparing to issue a binding decision.,"conflict, publication, location","chabad library, moscow, soviet union, polyakov synagogue, us ambassador, asara btevet, muzykantsky",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,28,Chernobyl children airlift departs Moscow for Israel,"A Chabad-organized charter flight carrying Chernobyl-affected children and their families departed Moscow for Israel, with the delegation seeing them off at the airport.","On Friday 11 Tevet 5751 the delegation accompanied Chernobyl children and their families to the Moscow airport for the Chabad-coordinated airlift to Eretz Yisrael, which lifted off before Shabbos and landed in Israel on schedule. The same day Veronika met with the Justice Minister, who confirmed that a special government commission under Lukyanov had been convened to decide the library question. The successful airlift removed a parallel concern that the library campaign might endanger the children's evacuation.","organization, education","chabad, moscow, soviet union, chernobyl children, aliyah, israel",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,29,Gorbachev and Lukyanov approve return of Schneersohn library,On Motzei Shabbos Vayechi the Chabad delegation received word that Mikhail Gorbachev and Supreme Soviet chairman Anatoly Lukyanov had signed approval for the Schneersohn library to be returned.,"Motzei Shabbos Vayechi 12 Tevet 5751 brought the long-sought message: Gorbachev and Lukyanov had signed off on returning the books, and the file had been forwarded to Culture Minister Gubenko for implementation. Lukyanov's commission concluded the books should be returned without a public government ceremony. Likhachov warned obstacles from Gubenko's office were still likely, gave Veronika his private Leningrad number, and instructed her to call immediately if problems arose.","conflict, publication, rebbe","chabad library, moscow, soviet union, gorbachev, lukyanov, schneersohn collection, vayechi",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,30,Gubenko televised speech prompts new Chabad appeal,"After Culture Minister Gubenko called the Ministry of Culture 'a ministry of kindness' on Soviet television, the Chabad delegation drafted a new appeal quoting his words and delivered it at his office before 9am.",On the evening preceding 13 Tevet 5751 Gubenko appeared on Soviet television describing the Ministry of Culture as 'a ministry of kindness' whose central mission was 'to open the soul'. Veronika proposed turning his own words against him; R. Kogan drafted the letter overnight at Armand Hammer's Moscow office and presented it to the Ministry of Culture before 9am on 13 Tevet. The maneuver came as Gorbachev and Lukyanov's decision was being slowly implemented over Gubenko's continued resistance.,"conflict, publication","chabad library, moscow, soviet union, gubenko, schneersohn collection, television",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,30,Kogan meets Russian State Library deputies on Schneersohn collection,"R' Yosef Kogan met with deputies and staff at the Russian State Library, who claimed the Schneersohn books would be returned.","On 13 Tevet 5751 Director Gubinko was unavailable, but his deputies and the adviser Yefimovich told R' Yosef Kogan the books would be returned and asked him to leave his letter with them. Yefimovich said a committee had been convened and a response was promised on Wednesday, November 2. Later Lichachev told Veronika that Gubinko had promised return but suggested waiting until after the Russian holiday.","conflict, organization","russia, moscow, schneersohn library, gubinko, yosef kogan, soviet union, lichachev",,Chabad Library/יומן_השליחות_המיוחדת
1990,12,31,Chabad ships Ezras Achim food packages to eight Russian cities,The mission packed and dispatched food packages by rail from Moscow to eight Russian Jewish communities.,On 14 Tevet R' Yosef Kogan and R' Shlomo Cunin packed Ezras Achim food parcels at Marina Roshcha for distribution to eight Russian towns. The delegation held an internal meeting with R' Moshe Chaim Levin and R' Dovber Lazar on Chabad work in Moscow and Aguch oversight. After Maariv the parcels were sent by train.,organization,"russia, moscow, ezras achim, marina roshcha, yosef kogan, shlomo cunin, berel lazar, food aid",,Chabad Library/יומן_השליחות_המיוחדת
1991,,,Approval to publish Jacobson's memoirs,"At the start of 5752, the Rebbe gave approval and praise for editing and publishing R. Yisrael Jacobson's memoirs.","In late 1991 / early 5752, family members proposed editing and publishing R. Yisrael Jacobson's memoirs. They sought the Rebbe's approval, and he responded with not only consent but with strong encouragement, noting that many would learn from the reading, especially regarding authentic Chabad communal activism. Work began first on a separate volume covering events of the winter of 5700 (1939-40) and the rescue of the Rebbe Rayatz from Nazi-occupied Warsaw.",publication,"memoirs, jacobson, rebbe approval",,Chabad Library/זכרון_לבני_ישראל
1991,,,Bnei Brak Haggadah 'Birkat Moshe' of Lelov Chassidut,Simcha Krakowski compiled and published the 'Birkat Moshe' Haggadah of Lelov Chassidic teachings in Bnei Brak.,"In 5751 (1991), Simcha Krakowski compiled and published in Bnei Brak the Haggadah 'Birkat Moshe' according to the customs and teachings of the Lelov Rebbes, with material from Rabbi Moshe Mordechai Biderman of Lelov and Rabbi Shimon Natan Nata Biderman. The 148-page octavo edition combined teachings, Pesach customs, and conduct guides. It served the Lelov community and admirers of their distinct Chassidic path.",publication,"haggadah, chassidic, lelov, bnei brak, biderman, birkat moshe",,Chabad Library/תערוכות_הספריה
1991,,,Bnei Brak Haggadah 'Siach Avot' from Lechovitch-Koidanov dynasties,"Yaakov Tzvi Meir Erlich compiled the 'Siach Avot' Haggadah of Lechovitch-Koidanov teachings, published in Bnei Brak.","In 5751 (1991), Yaakov Tzvi Meir Erlich compiled and the Siach Avot Institute published in Bnei Brak the 'Siach Avot' Haggadah, a collection of holy teachings from the Lechovitch and Koidanov Rebbes. The 236-page octavo edition added Seder laws and customs, Exodus material, and Passover and Sefirat HaOmer letters. It served the Belarussian Chassidic dynasty's contemporary followers.",publication,"haggadah, chassidic, lechovitch, koidanov, bnei brak, siach avot",,Chabad Library/תערוכות_הספריה
1991,,,Chabad Russian-translation Haggadah issued by FREE in New York,FREE published its 15th-edition Russian translation Haggadah in New York to serve Russian-speaking Jewish immigrants.,"In 5751 (1991), the FREE organization (Friends of Refugees of Eastern Europe) published in New York the 15th edition of a Russian-translation Haggadah. The 36-page quarto edition served the wave of Russian-speaking Jewish immigrants arriving from the collapsing Soviet Union. It exemplified the Chabad-FREE initiative to make Jewish observance accessible to Soviet Jewry.","publication, education","chabad, russian, new york, free, soviet jewry",,Chabad Library/תערוכות_הספריה
1991,,,Hendel Deutsch emigrates and is sent by ChaMa to search Russian archives,"After emigrating to the United States, R. Hendel Deutsch is dispatched by ChaMa to search Russian archives for Chabad historical documents.","In 5751 (1991), R. Hendel Deutsch emigrated from the Soviet Union to the United States. That year the ChaMa organization sent him back to continue searching Russian archives for documents related to Chabad history. He returned with many documents but, despite further guidance from R. Shalom DovBer Levin, did not locate the Mitteler Rebbe's arrest file.","organization, general","hendel deutsch, chama, archives, russia, lubavitch, historical research",,Chabad Library/מאסר_וגאולת_אדמו״ר_האמצעי
1991,,,Latvia regains independence from Soviet Union,Latvia regains its independence after almost half a century under Soviet rule.,"The end of Soviet rule reopened Latvia to wider Jewish religious activity. Multi-party elections, which had not been held since the 1934 Latvian coup d'état, had only resumed in 1990, the year before formal independence.",location,"latvia, soviet, independence",,Undaunted; Undaunted; Undaunted
1991,,,Lubavitcher Rebbe sends delegation to Russia for redemption of books,In 5751 the Lubavitcher Rebbe sent a four-member delegation to Russia regarding the redemption of the Chabad books and manuscripts seized in 5676.,"The Rebbe appointed the four delegates to lead the newly formed Agudas Chabad in Russia and later in the Commonwealth of Independent States. The delegation met with the Russian government to discuss the books still held in the Moscow public library. The government subsequently sent a recommendation to the leadership of the Smolensk region, which includes Lubavitch, to assist with related plans including the future museum project.","organization, publication","didan-natzach, books, russia, manuscripts, library",,Chabad Library/ליובאוויטש
